latitude,longitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
33.72,-117.99,17.0,2801.0,649.0,1473.0,535.0,4.2875,134800.0
33.72,-117.99,14.0,2127.0,537.0,1338.0,475.0,3.628,188500.0
33.71,-118.01,18.0,6565.0,1357.0,3079.0,1248.0,4.7515,295600.0
33.7,-118.01,24.0,3856.0,567.0,1741.0,588.0,7.248,302700.0
33.69,-118.01,3.0,945.0,115.0,337.0,123.0,11.5199,500001.0
33.7,-117.99,13.0,4013.0,903.0,1999.0,859.0,4.625,248800.0
33.69,-117.99,16.0,1476.0,294.0,886.0,270.0,5.3259,216400.0
33.69,-117.99,12.0,2480.0,858.0,1441.0,788.0,1.6705,350000.0
33.71,-118.02,24.0,2598.0,443.0,1184.0,435.0,5.8623,287800.0
33.7,-118.03,15.0,3244.0,421.0,1259.0,413.0,7.7854,395300.0
33.71,-118.03,26.0,1483.0,251.0,738.0,235.0,6.0,271400.0
33.72,-118.04,14.0,4494.0,1048.0,2222.0,963.0,4.7821,169400.0
33.72,-118.05,14.0,2673.0,687.0,1192.0,656.0,4.1862,188900.0
33.72,-118.04,15.0,1836.0,490.0,942.0,477.0,4.0238,182500.0
33.71,-118.04,12.0,4014.0,868.0,1605.0,769.0,6.0102,396900.0
33.73,-118.06,16.0,4392.0,602.0,1490.0,578.0,10.5424,500001.0
33.73,-118.05,25.0,2472.0,450.0,1301.0,467.0,5.0699,266100.0
33.72,-118.05,17.0,1875.0,472.0,900.0,406.0,5.2589,226100.0
33.72,-118.05,22.0,5416.0,1271.0,2260.0,1184.0,3.8038,174500.0
33.77,-118.09,26.0,1388.0,409.0,515.0,392.0,1.8015,62000.0
33.77,-118.08,26.0,2461.0,562.0,971.0,544.0,2.1944,87500.0
33.77,-118.08,26.0,2013.0,551.0,664.0,510.0,2.2708,67500.0
33.77,-118.08,26.0,3083.0,806.0,960.0,723.0,1.9074,68500.0
33.76,-118.08,25.0,1995.0,637.0,743.0,597.0,1.4617,46900.0
33.76,-118.09,26.0,1625.0,440.0,533.0,414.0,1.808,58500.0
33.77,-118.09,26.0,5359.0,1508.0,1829.0,1393.0,1.7675,61300.0
33.76,-118.08,26.0,1967.0,577.0,692.0,538.0,1.6111,54300.0
33.76,-118.08,26.0,996.0,364.0,366.0,313.0,1.2813,46700.0
33.76,-118.08,27.0,529.0,159.0,193.0,155.0,2.0952,71300.0
33.77,-118.09,27.0,2301.0,640.0,847.0,627.0,1.7208,67500.0
33.76,-118.0,26.0,1876.0,455.0,1499.0,436.0,2.925,176000.0
33.75,-118.01,30.0,3380.0,722.0,2269.0,652.0,4.525,186000.0
33.75,-118.0,26.0,1382.0,387.0,1977.0,368.0,2.7589,137500.0
33.74,-118.0,25.0,2767.0,346.0,1148.0,372.0,6.394,316700.0
33.76,-118.02,27.0,2905.0,587.0,1781.0,561.0,4.25,214800.0
33.75,-118.02,26.0,2989.0,479.0,1596.0,475.0,5.7157,231200.0
33.76,-118.03,25.0,4650.0,849.0,2503.0,790.0,5.742,221900.0
33.76,-118.04,16.0,2070.0,263.0,878.0,297.0,7.0879,338800.0
33.75,-118.04,16.0,3757.0,650.0,1291.0,614.0,5.2001,235600.0
33.74,-118.04,26.0,2532.0,421.0,1274.0,441.0,5.3559,235800.0
33.74,-118.02,26.0,3842.0,609.0,1961.0,595.0,6.128,248200.0
33.73,-118.02,26.0,3711.0,610.0,1902.0,597.0,5.5599,234100.0
33.74,-118.01,25.0,8110.0,1264.0,3613.0,1232.0,6.0609,264900.0
33.75,-117.98,24.0,3865.0,802.0,2670.0,772.0,3.8158,180000.0
33.75,-117.98,37.0,1264.0,274.0,783.0,273.0,3.3438,199600.0
33.75,-117.99,30.0,1859.0,462.0,1314.0,418.0,3.0909,184400.0
33.74,-117.98,29.0,3443.0,635.0,2257.0,620.0,4.7404,207500.0
33.74,-117.99,26.0,4065.0,741.0,1960.0,739.0,4.506,240000.0
33.74,-117.98,16.0,4636.0,908.0,2341.0,825.0,4.4261,304700.0
33.73,-117.99,17.0,5239.0,1045.0,2440.0,985.0,4.375,248100.0
33.73,-117.98,22.0,4232.0,624.0,2408.0,660.0,6.6539,284900.0
33.77,-117.99,29.0,1312.0,267.0,922.0,255.0,3.1902,202400.0
33.76,-117.98,28.0,3215.0,652.0,2066.0,636.0,4.0194,197400.0
33.76,-117.99,30.0,1572.0,362.0,1351.0,359.0,3.369,190900.0
33.76,-117.99,17.0,2545.0,737.0,1468.0,699.0,1.9439,177700.0
33.75,-117.99,22.0,3024.0,754.0,2357.0,743.0,3.3125,191800.0
33.76,-117.98,23.0,1553.0,518.0,1988.0,474.0,2.1375,150000.0
33.76,-117.98,24.0,1880.0,405.0,967.0,418.0,4.4545,192500.0
33.75,-117.98,27.0,2343.0,415.0,1537.0,426.0,5.1345,210600.0
33.77,-118.02,34.0,2115.0,352.0,1253.0,338.0,5.1507,207500.0
33.77,-118.02,33.0,2683.0,436.0,1520.0,456.0,5.0091,211500.0
33.76,-118.02,25.0,1759.0,404.0,1404.0,385.0,3.6289,195800.0
33.77,-118.01,33.0,1387.0,238.0,890.0,264.0,5.422,204100.0
33.77,-118.01,32.0,1771.0,296.0,995.0,272.0,5.8362,217500.0
33.76,-118.01,35.0,2072.0,349.0,1249.0,317.0,3.9855,191900.0
33.76,-118.01,26.0,2141.0,597.0,2038.0,585.0,2.2981,177700.0
33.77,-118.0,24.0,1324.0,267.0,687.0,264.0,3.4327,192800.0
33.76,-118.0,29.0,1982.0,503.0,1426.0,502.0,3.0263,194200.0
33.77,-118.0,28.0,2401.0,503.0,1155.0,456.0,3.5139,211700.0
33.76,-118.0,14.0,1120.0,319.0,982.0,307.0,2.9083,179200.0
33.76,-118.0,12.0,1250.0,331.0,1047.0,334.0,3.0625,208800.0
33.77,-118.03,21.0,3803.0,898.0,1511.0,829.0,3.0,221200.0
33.77,-118.02,7.0,586.0,118.0,232.0,107.0,5.2077,181300.0
33.77,-118.03,27.0,2000.0,310.0,880.0,294.0,5.635,218900.0
33.77,-118.03,24.0,3810.0,579.0,1818.0,590.0,5.8053,255900.0
33.76,-118.03,32.0,2980.0,494.0,1370.0,481.0,5.0866,223500.0
33.76,-118.04,25.0,4061.0,545.0,1623.0,527.0,7.1572,294900.0
33.79,-118.03,26.0,5321.0,889.0,2932.0,896.0,5.8914,237600.0
33.79,-118.03,32.0,3191.0,634.0,1718.0,611.0,4.1548,216600.0
33.79,-118.01,30.0,2460.0,403.0,1277.0,395.0,5.4372,223200.0
33.78,-118.02,28.0,3375.0,559.0,1754.0,554.0,5.5446,228900.0
33.78,-118.01,19.0,2648.0,478.0,1160.0,452.0,5.9357,207400.0
33.78,-118.03,26.0,2001.0,302.0,836.0,298.0,5.1061,257500.0
33.78,-118.01,26.0,2343.0,377.0,1166.0,373.0,6.0,233100.0
33.78,-118.03,25.0,3554.0,528.0,1600.0,537.0,6.6453,270100.0
33.78,-118.04,26.0,3642.0,557.0,1623.0,569.0,5.8426,259400.0
33.78,-118.04,25.0,3715.0,575.0,1640.0,572.0,5.7705,247100.0
33.8,-118.08,29.0,3675.0,613.0,1457.0,591.0,6.0553,369400.0
33.8,-118.07,34.0,3486.0,507.0,1311.0,503.0,7.1221,384500.0
33.79,-118.08,34.0,2840.0,395.0,1127.0,396.0,7.6144,376200.0
33.78,-118.09,26.0,2146.0,298.0,852.0,296.0,6.6137,342700.0
33.79,-118.07,34.0,2473.0,383.0,967.0,353.0,5.8283,362400.0
33.79,-118.09,31.0,4231.0,617.0,1694.0,623.0,6.6312,360100.0
33.78,-118.08,34.0,2287.0,347.0,1051.0,346.0,5.5767,372000.0
33.78,-118.08,30.0,2879.0,403.0,1109.0,414.0,6.9324,364700.0
33.78,-118.08,25.0,5321.0,967.0,1969.0,903.0,5.0102,340100.0
33.79,-118.02,23.0,6368.0,1030.0,3281.0,1001.0,6.1142,240400.0
33.79,-118.01,23.0,2663.0,430.0,1499.0,403.0,5.7837,258000.0
33.8,-118.02,24.0,84.0,14.0,32.0,8.0,5.875,193800.0
33.8,-118.02,16.0,2956.0,393.0,1379.0,429.0,8.4952,359600.0
33.8,-118.01,16.0,4021.0,701.0,1488.0,650.0,5.32,219500.0
33.78,-118.05,18.0,3414.0,434.0,1272.0,454.0,8.7015,390900.0
33.78,-118.05,25.0,3112.0,435.0,1098.0,401.0,6.0,353500.0
33.78,-118.05,25.0,2356.0,330.0,937.0,326.0,6.6264,359100.0
33.78,-118.06,22.0,4048.0,562.0,1637.0,541.0,7.3463,355600.0
33.8,-118.04,33.0,2685.0,466.0,1359.0,476.0,5.0261,245100.0
33.8,-118.06,21.0,2196.0,504.0,1215.0,477.0,4.8,196900.0
33.79,-118.07,26.0,4422.0,624.0,1936.0,625.0,6.4288,320700.0
33.8,-118.06,22.0,1892.0,442.0,1015.0,404.0,4.1379,212500.0
33.8,-118.06,20.0,1379.0,333.0,937.0,304.0,3.6217,195300.0
33.8,-118.07,17.0,2439.0,554.0,1161.0,532.0,3.6442,193100.0
33.79,-118.05,19.0,1863.0,355.0,1260.0,317.0,3.2465,277400.0
33.84,-118.04,21.0,6623.0,1204.0,3193.0,1129.0,4.5395,256000.0
33.84,-118.05,21.0,4890.0,653.0,2295.0,654.0,6.983,329700.0
33.83,-118.04,19.0,4526.0,830.0,2318.0,748.0,4.6681,320700.0
33.82,-118.04,26.0,4105.0,637.0,2072.0,648.0,5.844,273900.0
33.83,-118.04,20.0,1488.0,312.0,972.0,283.0,4.055,201900.0
33.82,-118.05,25.0,1548.0,279.0,732.0,265.0,5.123,159600.0
33.82,-118.06,25.0,2637.0,462.0,965.0,415.0,4.5833,190900.0
33.81,-118.06,25.0,3497.0,513.0,1839.0,544.0,5.4216,263000.0
33.81,-118.07,22.0,2711.0,352.0,1305.0,368.0,8.5407,398800.0
33.8,-118.07,22.0,1391.0,338.0,810.0,295.0,3.8792,218200.0
33.81,-118.08,21.0,1189.0,281.0,577.0,264.0,3.3155,237500.0
33.82,-118.03,17.0,1851.0,346.0,770.0,310.0,5.6093,244400.0
33.82,-118.03,17.0,2178.0,477.0,1077.0,457.0,3.6815,245300.0
33.82,-118.03,20.0,2662.0,464.0,1275.0,472.0,6.0162,318500.0
33.82,-118.02,19.0,2485.0,437.0,1286.0,431.0,4.7466,258300.0
33.83,-118.02,16.0,1139.0,328.0,665.0,290.0,3.2933,260000.0
33.83,-118.03,34.0,3203.0,653.0,2072.0,691.0,4.225,198400.0
33.83,-118.03,25.0,3030.0,532.0,1668.0,509.0,4.625,229600.0
33.83,-118.03,25.0,768.0,195.0,529.0,184.0,3.175,132800.0
33.83,-118.06,22.0,5290.0,1054.0,2812.0,1021.0,4.53,226400.0
33.83,-118.05,24.0,4316.0,678.0,2286.0,665.0,5.7018,286700.0
33.83,-118.06,21.0,3941.0,655.0,1897.0,670.0,4.88,343900.0
33.82,-118.05,21.0,2997.0,372.0,1323.0,372.0,8.6123,386700.0
33.83,-118.06,17.0,1973.0,516.0,1112.0,501.0,3.8512,163800.0
33.82,-118.06,24.0,3983.0,675.0,1568.0,638.0,4.6458,213400.0
33.81,-118.04,22.0,4057.0,624.0,2204.0,643.0,5.8527,241000.0
33.81,-118.04,27.0,2990.0,515.0,1849.0,497.0,5.6846,216100.0
33.81,-118.05,26.0,2523.0,437.0,1377.0,450.0,5.2542,234600.0
33.81,-118.03,26.0,3635.0,567.0,1779.0,543.0,5.7089,237400.0
33.86,-118.03,19.0,1795.0,328.0,1014.0,322.0,4.535,289300.0
33.85,-118.04,24.0,2233.0,347.0,1162.0,355.0,5.6094,279200.0
33.85,-118.04,23.0,3132.0,469.0,1646.0,478.0,5.777,315900.0
33.85,-118.05,25.0,2856.0,388.0,1212.0,362.0,6.1737,313100.0
33.85,-118.04,18.0,3628.0,546.0,1922.0,544.0,7.5057,328500.0
33.85,-118.03,16.0,1831.0,390.0,1347.0,389.0,3.8426,344400.0
33.83,-118.01,29.0,3963.0,772.0,2104.0,743.0,4.9803,208600.0
33.84,-118.01,29.0,3740.0,691.0,1724.0,638.0,3.9628,215600.0
33.84,-118.03,28.0,3857.0,857.0,2328.0,830.0,4.0156,196000.0
33.83,-118.02,26.0,3616.0,892.0,2257.0,821.0,3.1497,217600.0
33.82,-118.02,21.0,2052.0,456.0,1173.0,432.0,3.7885,204500.0
33.82,-118.01,10.0,3897.0,893.0,1992.0,693.0,4.1591,192300.0
33.81,-118.01,18.0,5238.0,1083.0,3032.0,1065.0,4.4583,190100.0
33.81,-118.02,34.0,3482.0,614.0,2227.0,641.0,5.1155,200900.0
33.86,-118.02,26.0,2342.0,383.0,1290.0,394.0,5.6677,220700.0
33.85,-118.02,31.0,1922.0,329.0,1030.0,353.0,5.3416,213000.0
33.85,-118.03,30.0,2320.0,448.0,1434.0,452.0,4.0865,203700.0
33.85,-118.03,23.0,5495.0,1141.0,2873.0,1004.0,3.9156,224100.0
33.85,-118.01,29.0,2064.0,447.0,1265.0,400.0,3.8864,209300.0
33.85,-118.01,29.0,3061.0,612.0,2396.0,640.0,4.6326,195200.0
33.85,-118.0,34.0,1078.0,205.0,575.0,206.0,4.5083,188000.0
33.86,-118.01,29.0,2307.0,452.0,1218.0,402.0,3.4306,194200.0
33.84,-118.01,28.0,4097.0,838.0,2112.0,803.0,4.5,202100.0
33.84,-118.01,35.0,4166.0,713.0,2354.0,709.0,5.1775,213400.0
33.84,-118.02,35.0,3473.0,563.0,2091.0,580.0,4.4821,214100.0
33.84,-118.03,30.0,4781.0,831.0,2568.0,797.0,5.4746,226400.0
33.86,-117.99,36.0,1138.0,228.0,725.0,219.0,3.4167,187200.0
33.85,-117.99,34.0,1948.0,306.0,957.0,304.0,4.9777,212600.0
33.85,-118.0,33.0,2053.0,418.0,1154.0,405.0,4.0455,197200.0
33.86,-118.0,32.0,1162.0,196.0,563.0,178.0,3.875,203000.0
33.85,-117.99,35.0,1661.0,272.0,949.0,276.0,5.2548,192600.0
33.84,-117.99,34.0,2079.0,343.0,1379.0,352.0,5.103,207000.0
33.84,-118.0,30.0,1549.0,325.0,885.0,299.0,4.0039,195100.0
33.84,-118.0,29.0,2641.0,637.0,2413.0,619.0,2.8169,165100.0
33.87,-118.01,25.0,6348.0,1615.0,4188.0,1497.0,3.139,185700.0
33.86,-117.99,20.0,3540.0,906.0,2898.0,876.0,3.0252,178000.0
33.88,-118.0,28.0,1624.0,289.0,755.0,280.0,4.7083,268100.0
33.88,-118.01,19.0,1434.0,391.0,1088.0,341.0,3.369,269600.0
33.88,-117.99,15.0,2298.0,567.0,1261.0,527.0,4.2422,159400.0
33.88,-117.99,42.0,1461.0,302.0,986.0,314.0,3.9559,161100.0
33.88,-118.0,18.0,2628.0,720.0,2276.0,649.0,2.735,170800.0
33.87,-117.99,16.0,1689.0,499.0,1260.0,453.0,3.1205,174000.0
33.87,-118.0,13.0,2086.0,544.0,1356.0,462.0,2.95,165600.0
33.87,-117.99,17.0,2334.0,537.0,1662.0,535.0,3.0147,217000.0
33.87,-117.99,34.0,1239.0,307.0,869.0,291.0,3.59,161900.0
33.86,-117.99,20.0,2303.0,612.0,1607.0,564.0,2.9,176100.0
33.89,-117.98,18.0,2939.0,437.0,1278.0,435.0,7.1425,393700.0
33.88,-117.99,25.0,3401.0,509.0,1503.0,498.0,6.6704,240600.0
33.89,-117.99,21.0,5195.0,1020.0,2539.0,988.0,4.5033,160500.0
33.89,-117.99,23.0,2111.0,306.0,979.0,288.0,8.5621,347800.0
33.89,-117.97,17.0,1851.0,344.0,764.0,339.0,5.1315,181800.0
33.89,-117.97,17.0,1740.0,445.0,1158.0,412.0,2.8649,137500.0
33.88,-117.97,9.0,1344.0,279.0,530.0,265.0,5.0731,185100.0
33.88,-117.97,11.0,1454.0,247.0,635.0,236.0,6.2427,218500.0
33.89,-117.97,15.0,3801.0,542.0,1992.0,526.0,9.0683,367400.0
33.88,-117.97,16.0,2003.0,300.0,1172.0,318.0,6.0394,321600.0
33.89,-117.97,14.0,923.0,136.0,420.0,130.0,10.2252,462800.0
39.17,-120.1,33.0,1849.0,384.0,218.0,92.0,1.7083,143800.0
39.09,-120.06,30.0,2979.0,583.0,316.0,124.0,2.1987,124000.0
39.15,-120.06,22.0,2213.0,372.0,98.0,42.0,1.1912,170000.0
39.12,-120.2,15.0,2146.0,361.0,197.0,76.0,4.1316,200000.0
39.14,-120.18,25.0,2171.0,386.0,248.0,116.0,3.0375,171900.0
39.14,-120.16,21.0,2484.0,460.0,309.0,144.0,3.9722,127800.0
39.17,-120.18,18.0,1703.0,360.0,354.0,163.0,3.6563,146900.0
39.17,-120.15,32.0,1684.0,359.0,454.0,209.0,2.9125,145800.0
39.15,-120.15,25.0,1669.0,348.0,163.0,78.0,5.75,176600.0
39.2,-120.15,14.0,1382.0,242.0,141.0,66.0,4.1016,283300.0
39.18,-120.12,17.0,2839.0,525.0,390.0,189.0,3.5667,179200.0
39.19,-120.1,18.0,3824.0,559.0,241.0,106.0,5.5456,360000.0
39.19,-120.1,17.0,1480.0,241.0,202.0,80.0,3.9375,213200.0
39.2,-120.1,20.0,1703.0,294.0,409.0,174.0,3.087,196900.0
39.21,-120.11,18.0,2245.0,392.0,421.0,162.0,4.5795,158300.0
39.24,-120.11,21.0,3005.0,574.0,385.0,150.0,3.1193,153300.0
39.23,-120.08,19.0,1746.0,306.0,251.0,104.0,4.8182,146900.0
39.24,-120.07,20.0,3729.0,614.0,365.0,152.0,4.962,169500.0
39.25,-120.06,21.0,2459.0,525.0,584.0,233.0,3.01,163500.0
39.24,-120.04,30.0,2369.0,469.0,510.0,213.0,2.65,123800.0
39.27,-120.04,24.0,2237.0,491.0,264.0,95.0,4.1364,154500.0
39.24,-120.02,24.0,1602.0,426.0,751.0,257.0,1.7609,99300.0
39.24,-120.02,22.0,2309.0,571.0,919.0,342.0,3.0057,93600.0
39.24,-120.02,32.0,1347.0,444.0,825.0,303.0,1.8269,225000.0
39.26,-120.01,26.0,1930.0,391.0,307.0,138.0,2.6023,139300.0
38.98,-120.91,13.0,7689.0,1415.0,3264.0,1198.0,3.653,146800.0
39.02,-120.81,30.0,806.0,189.0,326.0,146.0,2.8155,101000.0
39.12,-120.69,19.0,1048.0,262.0,493.0,184.0,2.2917,118200.0
39.02,-120.83,15.0,1117.0,242.0,551.0,229.0,2.6319,97700.0
38.91,-121.06,18.0,6501.0,1416.0,2954.0,1373.0,2.5373,143000.0
38.9,-121.08,27.0,3436.0,755.0,1568.0,709.0,2.4273,138400.0
38.88,-121.06,17.0,7635.0,1284.0,3096.0,1227.0,4.2917,184300.0
38.89,-121.08,41.0,3471.0,753.0,1680.0,710.0,2.6701,139000.0
38.9,-121.07,52.0,1280.0,281.0,523.0,266.0,1.7375,122200.0
38.89,-121.15,20.0,2024.0,313.0,879.0,309.0,5.2903,239400.0
38.86,-121.12,17.0,3949.0,717.0,1683.0,686.0,3.3802,216500.0
38.87,-121.13,48.0,1127.0,,530.0,186.0,3.0917,128100.0
38.91,-121.15,23.0,1654.0,299.0,787.0,299.0,4.2723,193100.0
38.85,-121.08,10.0,2509.0,422.0,1037.0,389.0,6.0,220100.0
38.74,-121.16,17.0,3353.0,463.0,1417.0,447.0,5.1721,237100.0
38.77,-121.14,15.0,10282.0,1333.0,3868.0,1300.0,6.4789,287800.0
38.75,-121.16,27.0,771.0,108.0,315.0,111.0,8.4882,276600.0
38.84,-121.14,22.0,2750.0,433.0,1161.0,428.0,4.2143,236500.0
38.82,-121.14,22.0,1816.0,278.0,832.0,278.0,5.07,233000.0
38.8,-121.15,20.0,2104.0,370.0,745.0,314.0,4.1685,217500.0
38.78,-121.18,13.0,3480.0,528.0,1432.0,532.0,6.1642,277800.0
38.8,-121.18,18.0,2541.0,414.0,1276.0,405.0,5.1857,220100.0
38.76,-121.21,16.0,1608.0,296.0,792.0,286.0,3.1583,239200.0
38.75,-121.21,11.0,4552.0,639.0,2006.0,623.0,4.3962,264400.0
38.76,-121.17,14.0,2028.0,255.0,781.0,251.0,6.5322,394000.0
38.73,-121.2,11.0,4897.0,636.0,1931.0,616.0,7.7499,334800.0
38.73,-121.18,16.0,1584.0,264.0,613.0,226.0,6.0302,273100.0
38.75,-121.18,16.0,2807.0,459.0,1201.0,429.0,4.7941,247600.0
38.75,-121.24,5.0,9137.0,1368.0,3667.0,1294.0,5.4896,229600.0
38.72,-121.24,12.0,3605.0,576.0,1556.0,549.0,4.9,203700.0
38.74,-121.27,19.0,3869.0,887.0,2086.0,685.0,2.6065,154900.0
38.73,-121.26,14.0,3323.0,499.0,1527.0,540.0,5.3451,172100.0
38.74,-121.26,22.0,7173.0,1314.0,3526.0,1316.0,3.3941,135900.0
38.73,-121.28,6.0,4223.0,672.0,1747.0,631.0,5.419,267400.0
38.72,-121.27,6.0,4664.0,644.0,2105.0,663.0,6.0804,198700.0
38.72,-121.25,10.0,7277.0,1168.0,3507.0,1131.0,4.485,179400.0
38.75,-121.27,21.0,4812.0,1117.0,1985.0,1045.0,2.5083,128500.0
38.74,-121.28,33.0,4384.0,778.0,1775.0,789.0,4.05,134700.0
38.73,-121.3,9.0,5558.0,1099.0,2717.0,1043.0,3.6455,139200.0
38.73,-121.36,21.0,2253.0,416.0,1050.0,411.0,3.141,220100.0
38.74,-121.32,14.0,1449.0,228.0,670.0,232.0,4.3897,186300.0
38.75,-121.31,7.0,4185.0,750.0,2147.0,706.0,4.0519,129200.0
38.75,-121.3,36.0,3903.0,885.0,2313.0,804.0,2.655,86300.0
38.75,-121.28,52.0,493.0,89.0,189.0,94.0,2.108,83800.0
38.74,-121.3,41.0,4374.0,1039.0,2387.0,959.0,2.3611,87900.0
38.77,-121.33,3.0,20214.0,3559.0,8361.0,3112.0,4.2259,169300.0
38.76,-121.28,47.0,2901.0,631.0,1276.0,578.0,2.1366,101900.0
38.75,-121.27,43.0,1292.0,307.0,647.0,249.0,2.7188,85300.0
38.76,-121.29,12.0,1198.0,174.0,443.0,170.0,6.0097,187500.0
38.77,-121.28,6.0,3819.0,550.0,1738.0,587.0,5.8718,201400.0
38.8,-121.28,7.0,9003.0,1739.0,4445.0,1591.0,3.816,147900.0
38.78,-121.24,11.0,1851.0,352.0,1049.0,369.0,3.5288,141100.0
38.78,-121.24,18.0,549.0,143.0,249.0,136.0,0.8691,136500.0
38.78,-121.23,13.0,3813.0,871.0,1513.0,783.0,2.0807,142600.0
38.78,-121.22,8.0,3418.0,514.0,1312.0,409.0,6.3914,218000.0
38.82,-121.24,5.0,12259.0,1643.0,4819.0,1582.0,5.4498,217300.0
38.8,-121.25,14.0,5094.0,729.0,1974.0,705.0,5.5205,188700.0
38.79,-121.24,15.0,2615.0,485.0,1063.0,428.0,3.7904,173200.0
38.79,-121.24,23.0,1419.0,261.0,706.0,269.0,3.1875,110200.0
38.79,-121.23,45.0,907.0,176.0,463.0,190.0,2.2292,92000.0
38.8,-121.22,11.0,2521.0,521.0,1390.0,477.0,3.5265,124800.0
38.87,-121.19,20.0,3118.0,500.0,1405.0,519.0,6.0,209400.0
38.83,-121.21,21.0,3691.0,640.0,1758.0,603.0,3.5607,151900.0
38.85,-121.19,8.0,4114.0,710.0,2268.0,716.0,4.4085,139400.0
38.83,-121.18,15.0,4488.0,859.0,2114.0,805.0,2.9484,124400.0
38.85,-121.39,19.0,3568.0,646.0,1714.0,590.0,4.0862,162700.0
39.0,-121.3,16.0,3155.0,541.0,1630.0,540.0,4.0282,126400.0
38.97,-121.31,16.0,1210.0,228.0,726.0,222.0,2.7083,82100.0
38.92,-121.22,19.0,2531.0,461.0,1206.0,429.0,4.4958,192600.0
38.87,-121.27,16.0,2094.0,358.0,1092.0,357.0,4.4769,191400.0
38.9,-121.29,45.0,2019.0,394.0,1104.0,407.0,3.1691,108700.0
38.9,-121.28,31.0,1297.0,259.0,765.0,240.0,2.7656,93600.0
38.89,-121.29,10.0,653.0,120.0,407.0,146.0,3.3889,110800.0
38.89,-121.3,23.0,1750.0,297.0,1012.0,315.0,3.4706,99300.0
38.89,-121.3,45.0,1529.0,317.0,793.0,281.0,2.9866,91300.0
38.89,-121.32,9.0,5927.0,1269.0,3369.0,1176.0,2.8194,111300.0
38.92,-121.14,16.0,2069.0,312.0,889.0,299.0,4.6771,212000.0
38.92,-121.1,21.0,4064.0,871.0,1847.0,859.0,3.0321,135500.0
38.91,-121.11,24.0,2558.0,423.0,1149.0,403.0,4.0679,190500.0
38.94,-121.1,42.0,410.0,117.0,706.0,112.0,1.0179,125000.0
38.92,-121.07,15.0,5301.0,884.0,2335.0,831.0,4.515,164000.0
38.92,-121.05,34.0,2144.0,372.0,899.0,378.0,3.3021,158800.0
39.0,-121.15,15.0,4145.0,691.0,1872.0,680.0,4.3553,220600.0
38.95,-121.19,16.0,2544.0,431.0,1199.0,412.0,4.5129,196300.0
38.95,-121.11,14.0,3888.0,890.0,1830.0,844.0,1.8238,158600.0
38.95,-121.1,17.0,1475.0,403.0,943.0,363.0,2.1287,55300.0
38.98,-121.06,14.0,2267.0,355.0,1140.0,369.0,4.7019,212800.0
38.97,-121.05,12.0,3676.0,550.0,1572.0,510.0,4.8214,201900.0
38.97,-121.09,13.0,1467.0,221.0,688.0,231.0,5.2536,191900.0
39.0,-121.1,16.0,1106.0,195.0,505.0,187.0,5.0126,192300.0
38.95,-121.08,18.0,1931.0,380.0,1271.0,377.0,2.7463,156100.0
38.93,-121.08,14.0,4239.0,824.0,1729.0,794.0,2.4278,167700.0
38.94,-121.07,14.0,1710.0,294.0,839.0,297.0,4.7143,150700.0
38.95,-121.04,22.0,1931.0,445.0,1009.0,407.0,2.75,153200.0
39.04,-120.99,17.0,2289.0,450.0,1182.0,397.0,2.3696,166800.0
38.99,-120.98,17.0,3403.0,661.0,1540.0,622.0,3.6354,162900.0
39.0,-121.04,21.0,4059.0,730.0,1874.0,693.0,4.8051,174300.0
39.01,-121.02,17.0,4786.0,799.0,2066.0,770.0,3.9734,185400.0
39.0,-121.0,4.0,170.0,23.0,93.0,27.0,10.9891,312500.0
39.18,-120.87,25.0,2691.0,598.0,964.0,373.0,3.9196,142700.0
39.15,-120.87,17.0,1819.0,389.0,736.0,283.0,2.8603,128900.0
39.27,-120.58,15.0,4126.0,903.0,723.0,266.0,3.0147,118800.0
39.3,-120.33,16.0,868.0,178.0,44.0,21.0,3.0,175000.0
39.28,-120.18,14.0,10098.0,1545.0,701.0,254.0,4.0819,141300.0
39.2,-120.22,22.0,8259.0,1409.0,845.0,353.0,3.3699,244000.0
39.12,-120.96,24.0,2069.0,436.0,909.0,374.0,2.5326,139100.0
39.08,-120.98,20.0,4570.0,906.0,2125.0,815.0,3.0403,148000.0
39.05,-120.94,8.0,3758.0,717.0,1744.0,661.0,3.1972,151500.0
39.93,-120.98,25.0,2220.0,511.0,912.0,449.0,1.8914,87800.0
39.93,-120.95,26.0,2023.0,385.0,922.0,365.0,2.8125,83500.0
39.9,-120.93,20.0,1511.0,328.0,791.0,320.0,2.0221,70900.0
39.93,-120.9,23.0,2679.0,546.0,1424.0,529.0,2.8812,81900.0
39.95,-120.9,20.0,1349.0,238.0,601.0,203.0,3.5417,96600.0
39.96,-120.93,15.0,1666.0,351.0,816.0,316.0,2.9559,118800.0
40.02,-120.92,35.0,383.0,92.0,202.0,72.0,2.6458,102500.0
39.9,-120.74,23.0,1017.0,218.0,387.0,152.0,2.2656,88200.0
39.78,-120.57,15.0,1291.0,283.0,582.0,242.0,2.1216,102000.0
39.72,-120.66,15.0,3763.0,784.0,717.0,348.0,2.2019,130500.0
39.82,-120.74,9.0,1955.0,398.0,294.0,122.0,3.9583,126500.0
39.75,-121.0,8.0,1116.0,214.0,27.0,39.0,2.5893,83000.0
39.86,-121.14,16.0,2534.0,557.0,638.0,244.0,2.2101,88800.0
