make,model,year,engine_hp,engine_cylinders,transmission_type,vehicle_style,highway_mpg,city_mpg,price
Pontiac,Grand Am,2003,175.0,6.0,AUTOMATIC,Coupe,27,18,21690
Pontiac,Grand Am,2003,140.0,4.0,MANUAL,Sedan,30,22,18890
Pontiac,Grand Am,2004,140.0,4.0,MANUAL,Sedan,33,23,17070
Pontiac,Grand Am,2004,175.0,6.0,AUTOMATIC,Coupe,27,18,23530
Pontiac,Grand Am,2004,175.0,6.0,AUTOMATIC,Sedan,27,18,22280
Pontiac,Grand Am,2004,175.0,6.0,AUTOMATIC,Sedan,27,18,23530
Pontiac,Grand Am,2004,170.0,6.0,AUTOMATIC,Sedan,27,18,21830
Pontiac,Grand Am,2004,140.0,4.0,MANUAL,Sedan,33,23,19555
Pontiac,Grand Am,2004,175.0,6.0,AUTOMATIC,Coupe,27,18,22280
Pontiac,Grand Am,2005,175.0,6.0,AUTOMATIC,Coupe,27,18,23750
Pontiac,Grand Am,2005,175.0,6.0,AUTOMATIC,Coupe,27,18,22500
Pontiac,Grand Am,2005,140.0,4.0,AUTOMATIC,Sedan,31,22,20090
Dodge,Grand Caravan,2015,283.0,6.0,AUTOMATIC,Passenger Minivan,25,17,30995
Dodge,Grand Caravan,2015,283.0,6.0,AUTOMATIC,Passenger Minivan,25,17,27395
Dodge,Grand Caravan,2015,283.0,6.0,AUTOMATIC,Passenger Minivan,25,17,21795
Dodge,Grand Caravan,2015,283.0,6.0,AUTOMATIC,Passenger Minivan,25,17,24245
Dodge,Grand Caravan,2015,283.0,6.0,AUTOMATIC,Passenger Minivan,25,17,28395
Dodge,Grand Caravan,2015,283.0,6.0,AUTOMATIC,Passenger Minivan,25,17,25245
Dodge,Grand Caravan,2016,283.0,6.0,AUTOMATIC,Passenger Minivan,25,17,25095
Dodge,Grand Caravan,2016,283.0,6.0,AUTOMATIC,Passenger Minivan,25,17,22595
Dodge,Grand Caravan,2016,283.0,6.0,AUTOMATIC,Passenger Minivan,25,17,28295
Dodge,Grand Caravan,2016,283.0,6.0,AUTOMATIC,Passenger Minivan,25,17,31495
Dodge,Grand Caravan,2016,283.0,6.0,AUTOMATIC,Passenger Minivan,25,17,26195
Dodge,Grand Caravan,2016,283.0,6.0,AUTOMATIC,Passenger Minivan,25,17,29395
Dodge,Grand Caravan,2017,283.0,6.0,AUTOMATIC,Passenger Minivan,25,17,29395
Dodge,Grand Caravan,2017,283.0,6.0,AUTOMATIC,Passenger Minivan,25,17,26695
Dodge,Grand Caravan,2017,283.0,6.0,AUTOMATIC,Passenger Minivan,25,17,32395
Dodge,Grand Caravan,2017,283.0,6.0,AUTOMATIC,Passenger Minivan,25,17,23995
Pontiac,Grand Prix,2006,260.0,6.0,AUTOMATIC,Sedan,26,17,24330
Pontiac,Grand Prix,2006,303.0,8.0,AUTOMATIC,Sedan,25,16,27330
Pontiac,Grand Prix,2006,200.0,6.0,AUTOMATIC,Sedan,28,18,21330
Pontiac,Grand Prix,2007,303.0,8.0,AUTOMATIC,Sedan,25,16,28815
Pontiac,Grand Prix,2007,260.0,6.0,AUTOMATIC,Sedan,26,17,24735
Pontiac,Grand Prix,2007,200.0,6.0,AUTOMATIC,Sedan,28,18,21815
Pontiac,Grand Prix,2008,200.0,6.0,AUTOMATIC,Sedan,28,18,22210
Pontiac,Grand Prix,2008,303.0,8.0,AUTOMATIC,Sedan,25,16,29325
Suzuki,Grand Vitara,2011,166.0,4.0,AUTOMATIC,4dr SUV,25,19,23449
Suzuki,Grand Vitara,2011,166.0,4.0,AUTOMATIC,4dr SUV,23,19,24949
Suzuki,Grand Vitara,2011,166.0,4.0,MANUAL,4dr SUV,26,19,19299
Suzuki,Grand Vitara,2011,166.0,4.0,AUTOMATIC,4dr SUV,23,19,22549
Suzuki,Grand Vitara,2011,166.0,4.0,AUTOMATIC,4dr SUV,23,19,22899
Suzuki,Grand Vitara,2011,166.0,4.0,AUTOMATIC,4dr SUV,25,19,21099
Suzuki,Grand Vitara,2012,166.0,4.0,AUTOMATIC,4dr SUV,23,19,23949
Suzuki,Grand Vitara,2012,166.0,4.0,AUTOMATIC,4dr SUV,25,19,21399
Suzuki,Grand Vitara,2012,166.0,4.0,AUTOMATIC,4dr SUV,23,19,25249
Suzuki,Grand Vitara,2012,166.0,4.0,AUTOMATIC,4dr SUV,25,19,22299
Suzuki,Grand Vitara,2012,166.0,4.0,MANUAL,4dr SUV,26,19,19499
Suzuki,Grand Vitara,2012,166.0,4.0,AUTOMATIC,4dr SUV,23,19,22849
Suzuki,Grand Vitara,2012,166.0,4.0,AUTOMATIC,4dr SUV,25,19,23749
Suzuki,Grand Vitara,2013,166.0,4.0,AUTOMATIC,4dr SUV,23,19,23799
Suzuki,Grand Vitara,2013,166.0,4.0,AUTOMATIC,4dr SUV,23,19,25949
Suzuki,Grand Vitara,2013,166.0,4.0,AUTOMATIC,4dr SUV,25,19,22349
Suzuki,Grand Vitara,2013,166.0,4.0,MANUAL,4dr SUV,26,19,19949
Suzuki,Grand Vitara,2013,166.0,4.0,AUTOMATIC,4dr SUV,25,19,24449
Chrysler,Grand Voyager,2000,158.0,6.0,AUTOMATIC,Passenger Minivan,23,16,2169
Chrysler,Grand Voyager,2000,158.0,6.0,AUTOMATIC,Passenger Minivan,23,16,2266
Plymouth,Grand Voyager,1998,150.0,6.0,AUTOMATIC,Passenger Minivan,24,17,2000
Plymouth,Grand Voyager,1998,150.0,6.0,AUTOMATIC,Passenger Minivan,24,17,2048
Plymouth,Grand Voyager,1998,150.0,6.0,AUTOMATIC,Passenger Minivan,22,17,2000
Plymouth,Grand Voyager,1999,158.0,6.0,AUTOMATIC,Passenger Minivan,22,16,2055
Plymouth,Grand Voyager,1999,158.0,6.0,AUTOMATIC,Passenger Minivan,22,16,2152
Plymouth,Grand Voyager,1999,158.0,6.0,AUTOMATIC,Passenger Minivan,22,16,2234
Plymouth,Grand Voyager,2000,158.0,6.0,AUTOMATIC,Passenger Minivan,23,16,2331
Plymouth,Grand Voyager,2000,158.0,6.0,AUTOMATIC,Passenger Minivan,23,16,2267
Maserati,GranSport,2005,395.0,8.0,AUTOMATED_MANUAL,Coupe,16,11,98172
Maserati,GranSport,2006,401.0,8.0,AUTOMATIC,Coupe,18,11,98872
Maserati,GranSport,2006,401.0,8.0,AUTOMATIC,Coupe,18,11,104122
Maserati,GranSport,2006,401.0,8.0,AUTOMATIC,Convertible,18,11,99900
Maserati,GranTurismo Convertible,2014,454.0,8.0,AUTOMATIC,Convertible,20,13,143300
Maserati,GranTurismo Convertible,2014,454.0,8.0,AUTOMATIC,Convertible,20,13,153400
Maserati,GranTurismo Convertible,2014,444.0,8.0,AUTOMATIC,Convertible,20,13,138800
Maserati,GranTurismo Convertible,2015,454.0,8.0,AUTOMATIC,Convertible,20,13,161070
Maserati,GranTurismo Convertible,2015,454.0,8.0,AUTOMATIC,Convertible,20,13,182009
Maserati,GranTurismo Convertible,2015,454.0,8.0,AUTOMATIC,Convertible,20,13,150465
Maserati,GranTurismo Convertible,2015,444.0,8.0,AUTOMATIC,Convertible,20,13,145740
Maserati,GranTurismo Convertible,2016,454.0,8.0,AUTOMATIC,Convertible,20,13,161070
Maserati,GranTurismo Convertible,2016,454.0,8.0,AUTOMATIC,Convertible,20,13,150465
Maserati,GranTurismo Convertible,2016,444.0,8.0,AUTOMATIC,Convertible,20,13,145740
Maserati,GranTurismo Convertible,2016,454.0,8.0,AUTOMATIC,Convertible,20,13,182009
Maserati,GranTurismo,2014,454.0,8.0,AUTOMATIC,Coupe,21,13,143400
Maserati,GranTurismo,2014,454.0,8.0,AUTOMATIC,Coupe,21,13,126500
Maserati,GranTurismo,2015,454.0,8.0,AUTOMATIC,Coupe,21,13,132825
Maserati,GranTurismo,2015,454.0,8.0,AUTOMATIC,Coupe,21,13,165627
Maserati,GranTurismo,2015,454.0,8.0,AUTOMATIC,Coupe,21,13,150570
Maserati,GranTurismo,2016,454.0,8.0,AUTOMATIC,Coupe,21,13,150570
Maserati,GranTurismo,2016,454.0,8.0,AUTOMATIC,Coupe,21,13,132825
Maserati,GranTurismo,2016,454.0,8.0,AUTOMATIC,Coupe,21,13,165627
Lexus,GS 200t,2016,241.0,4.0,AUTOMATIC,Sedan,30,21,53285
Lexus,GS 200t,2016,241.0,4.0,AUTOMATIC,Sedan,33,22,45615
Lexus,GS 200t,2017,241.0,4.0,AUTOMATIC,Sedan,32,22,46310
Lexus,GS 200t,2017,241.0,4.0,AUTOMATIC,Sedan,30,21,53980
Lexus,GS 300,2004,220.0,6.0,AUTOMATIC,Sedan,23,16,38875
Lexus,GS 300,2005,220.0,6.0,AUTOMATIC,Sedan,23,16,38875
Lexus,GS 300,2006,245.0,6.0,AUTOMATIC,Sedan,27,19,43150
Lexus,GS 300,2006,245.0,6.0,AUTOMATIC,Sedan,25,19,45100
Lexus,GS 350,2015,306.0,6.0,AUTOMATIC,Sedan,29,19,55070
Lexus,GS 350,2015,306.0,6.0,AUTOMATIC,Sedan,29,19,48600
Lexus,GS 350,2015,306.0,6.0,AUTOMATIC,Sedan,26,19,57330
Lexus,GS 350,2015,306.0,6.0,AUTOMATIC,Sedan,26,19,50850
Lexus,GS 350,2016,311.0,6.0,AUTOMATIC,Sedan,29,20,50000
Lexus,GS 350,2016,311.0,6.0,AUTOMATIC,Sedan,28,19,54115
Lexus,GS 350,2016,311.0,6.0,AUTOMATIC,Sedan,26,19,50470
Lexus,GS 350,2017,311.0,6.0,AUTOMATIC,Sedan,28,20,50695
Lexus,GS 350,2017,311.0,6.0,AUTOMATIC,Sedan,27,19,54810
Lexus,GS 350,2017,311.0,6.0,AUTOMATIC,Sedan,26,19,50365
Lexus,GS 350,2017,311.0,6.0,AUTOMATIC,Sedan,26,19,56555
Lexus,GS 400,1998,300.0,8.0,AUTOMATIC,Sedan,21,15,3542
Lexus,GS 400,1999,300.0,8.0,AUTOMATIC,Sedan,22,16,3741
Lexus,GS 400,2000,300.0,8.0,AUTOMATIC,Sedan,22,16,3965
Lexus,GS 430,2005,300.0,8.0,AUTOMATIC,Sedan,22,16,47975
Lexus,GS 430,2006,300.0,8.0,AUTOMATIC,Sedan,23,16,51375
Lexus,GS 430,2007,290.0,8.0,AUTOMATIC,Sedan,23,16,52375
Lexus,GS 450h,2014,338.0,6.0,AUTOMATIC,Sedan,34,29,60430
Lexus,GS 450h,2015,338.0,6.0,AUTOMATIC,Sedan,34,29,61330
Lexus,GS 450h,2016,338.0,6.0,AUTOMATIC,Sedan,34,29,63080
Lexus,GS 460,2009,342.0,8.0,AUTOMATIC,Sedan,24,17,53470
Lexus,GS 460,2010,342.0,8.0,AUTOMATIC,Sedan,24,17,54070
Lexus,GS 460,2011,342.0,8.0,AUTOMATIC,Sedan,24,17,55370
Lexus,GS F,2016,467.0,8.0,AUTOMATIC,Sedan,24,16,84440
Nissan,GT-R,2015,545.0,6.0,AUTOMATED_MANUAL,Coupe,23,16,111510
Nissan,GT-R,2015,545.0,6.0,AUTOMATED_MANUAL,Coupe,23,16,115710
Nissan,GT-R,2015,545.0,6.0,AUTOMATED_MANUAL,Coupe,23,16,101770
Nissan,GT-R,2015,600.0,6.0,AUTOMATED_MANUAL,Coupe,23,16,149990
Nissan,GT-R,2016,545.0,6.0,AUTOMATED_MANUAL,Coupe,22,16,111510
Nissan,GT-R,2016,600.0,6.0,AUTOMATED_MANUAL,Coupe,22,16,149990
Nissan,GT-R,2016,545.0,6.0,AUTOMATED_MANUAL,Coupe,22,16,101770
Nissan,GT-R,2017,565.0,6.0,AUTOMATED_MANUAL,Coupe,22,16,109990
Ford,GT,2005,550.0,8.0,MANUAL,Coupe,19,12,149995
Ford,GT,2006,550.0,8.0,MANUAL,Coupe,19,12,149995
Volkswagen,GTI,2012,200.0,4.0,MANUAL,2dr Hatchback,31,21,26275
Volkswagen,GTI,2012,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,31695
Volkswagen,GTI,2012,200.0,4.0,MANUAL,4dr Hatchback,31,21,24595
Volkswagen,GTI,2012,200.0,4.0,AUTOMATED_MANUAL,2dr Hatchback,33,24,25095
Volkswagen,GTI,2012,200.0,4.0,AUTOMATED_MANUAL,2dr Hatchback,33,24,27375
Volkswagen,GTI,2012,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,31695
Volkswagen,GTI,2012,200.0,4.0,MANUAL,2dr Hatchback,31,21,29995
Volkswagen,GTI,2012,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,29545
Volkswagen,GTI,2012,200.0,4.0,MANUAL,2dr Hatchback,31,21,27845
Volkswagen,GTI,2012,200.0,4.0,AUTOMATED_MANUAL,2dr Hatchback,33,24,31095
Volkswagen,GTI,2012,200.0,4.0,MANUAL,4dr Hatchback,31,21,28445
Volkswagen,GTI,2012,200.0,4.0,MANUAL,2dr Hatchback,31,21,27845
Volkswagen,GTI,2012,200.0,4.0,AUTOMATED_MANUAL,2dr Hatchback,33,24,25095
Volkswagen,GTI,2012,200.0,4.0,MANUAL,4dr Hatchback,31,21,24595
Volkswagen,GTI,2012,200.0,4.0,AUTOMATED_MANUAL,2dr Hatchback,33,24,28945
Volkswagen,GTI,2012,200.0,4.0,MANUAL,2dr Hatchback,31,21,23995
Volkswagen,GTI,2012,200.0,4.0,AUTOMATED_MANUAL,2dr Hatchback,33,24,27375
Volkswagen,GTI,2012,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,29545
Volkswagen,GTI,2012,200.0,4.0,MANUAL,2dr Hatchback,31,21,29995
Volkswagen,GTI,2012,200.0,4.0,MANUAL,2dr Hatchback,31,21,23995
Volkswagen,GTI,2012,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,25695
Volkswagen,GTI,2012,200.0,4.0,MANUAL,4dr Hatchback,31,21,26875
Volkswagen,GTI,2012,200.0,4.0,MANUAL,4dr Hatchback,31,21,30595
Volkswagen,GTI,2012,200.0,4.0,MANUAL,4dr Hatchback,31,21,30595
Volkswagen,GTI,2012,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,27975
Volkswagen,GTI,2012,200.0,4.0,MANUAL,4dr Hatchback,31,21,26875
Volkswagen,GTI,2012,200.0,4.0,MANUAL,4dr Hatchback,31,21,28445
Volkswagen,GTI,2012,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,25695
Volkswagen,GTI,2012,200.0,4.0,MANUAL,2dr Hatchback,31,21,26275
Volkswagen,GTI,2012,200.0,4.0,AUTOMATED_MANUAL,2dr Hatchback,33,24,28945
Volkswagen,GTI,2012,200.0,4.0,AUTOMATED_MANUAL,2dr Hatchback,33,24,31095
Volkswagen,GTI,2012,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,27975
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,29895
Volkswagen,GTI,2013,200.0,4.0,MANUAL,4dr Hatchback,31,21,29695
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,30795
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,2dr Hatchback,33,24,25300
Volkswagen,GTI,2013,200.0,4.0,MANUAL,2dr Hatchback,31,21,24200
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,25895
Volkswagen,GTI,2013,200.0,4.0,MANUAL,4dr Hatchback,31,21,30995
Volkswagen,GTI,2013,200.0,4.0,MANUAL,2dr Hatchback,31,21,30395
Volkswagen,GTI,2013,200.0,4.0,MANUAL,2dr Hatchback,31,21,24200
Volkswagen,GTI,2013,200.0,4.0,MANUAL,4dr Hatchback,31,21,28795
Volkswagen,GTI,2013,200.0,4.0,MANUAL,4dr Hatchback,31,21,25095
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,28395
Volkswagen,GTI,2013,200.0,4.0,MANUAL,4dr Hatchback,31,21,27295
Volkswagen,GTI,2013,200.0,4.0,MANUAL,2dr Hatchback,31,21,28195
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,2dr Hatchback,33,24,31495
Volkswagen,GTI,2013,200.0,4.0,MANUAL,2dr Hatchback,31,21,28195
Volkswagen,GTI,2013,200.0,4.0,MANUAL,4dr Hatchback,31,21,24795
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,26195
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,2dr Hatchback,33,24,31495
Volkswagen,GTI,2013,200.0,4.0,MANUAL,4dr Hatchback,31,21,24795
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,32095
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,2dr Hatchback,33,24,25300
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,2dr Hatchback,33,24,27895
Volkswagen,GTI,2013,200.0,4.0,MANUAL,4dr Hatchback,31,21,30995
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,2dr Hatchback,33,24,29295
Volkswagen,GTI,2013,200.0,4.0,MANUAL,4dr Hatchback,31,21,29695
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,26195
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,32095
Volkswagen,GTI,2013,200.0,4.0,MANUAL,2dr Hatchback,31,21,26795
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,25895
Volkswagen,GTI,2013,200.0,4.0,MANUAL,4dr Hatchback,31,21,25095
Volkswagen,GTI,2013,200.0,4.0,MANUAL,2dr Hatchback,31,21,26795
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,28395
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,2dr Hatchback,33,24,27895
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,2dr Hatchback,33,24,29295
Volkswagen,GTI,2013,200.0,4.0,MANUAL,4dr Hatchback,31,21,27295
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,30795
Volkswagen,GTI,2013,200.0,4.0,MANUAL,2dr Hatchback,31,21,30395
Volkswagen,GTI,2013,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,29895
Volkswagen,GTI,2013,200.0,4.0,MANUAL,4dr Hatchback,31,21,28795
Volkswagen,GTI,2014,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,26195
Volkswagen,GTI,2014,200.0,4.0,MANUAL,4dr Hatchback,31,21,29695
Volkswagen,GTI,2014,200.0,4.0,MANUAL,4dr Hatchback,31,21,25095
Volkswagen,GTI,2014,200.0,4.0,AUTOMATED_MANUAL,4dr Hatchback,33,24,30795
Pontiac,GTO,2004,350.0,8.0,AUTOMATIC,Coupe,20,15,31795
Pontiac,GTO,2005,400.0,8.0,AUTOMATIC,Coupe,19,14,32295
Pontiac,GTO,2006,400.0,8.0,AUTOMATIC,Coupe,19,14,31290
Lexus,GX 460,2015,301.0,8.0,AUTOMATIC,4dr SUV,20,15,49485
Lexus,GX 460,2015,301.0,8.0,AUTOMATIC,4dr SUV,20,15,61115
Lexus,GX 460,2016,301.0,8.0,AUTOMATIC,4dr SUV,20,15,50780
Lexus,GX 460,2016,301.0,8.0,AUTOMATIC,4dr SUV,20,15,62155
Lexus,GX 460,2017,301.0,8.0,AUTOMATIC,4dr SUV,18,15,51280
Lexus,GX 460,2017,301.0,8.0,AUTOMATIC,4dr SUV,18,15,62980
Lexus,GX 470,2007,263.0,8.0,AUTOMATIC,4dr SUV,18,14,46635
Lexus,GX 470,2008,263.0,8.0,AUTOMATIC,4dr SUV,18,14,47315
Lexus,GX 470,2009,263.0,8.0,AUTOMATIC,4dr SUV,18,14,47615
HUMMER,H3,2008,242.0,5.0,MANUAL,4dr SUV,18,13,39290
HUMMER,H3,2008,242.0,5.0,MANUAL,4dr SUV,18,13,30995
HUMMER,H3,2008,300.0,8.0,AUTOMATIC,4dr SUV,16,13,39560
HUMMER,H3,2009,242.0,5.0,MANUAL,4dr SUV,18,14,33390
HUMMER,H3,2009,242.0,5.0,AUTOMATIC,4dr SUV,18,14,43130
HUMMER,H3,2009,300.0,8.0,AUTOMATIC,4dr SUV,16,13,41705
HUMMER,H3,2010,300.0,8.0,AUTOMATIC,4dr SUV,16,13,41705
HUMMER,H3,2010,239.0,5.0,MANUAL,4dr SUV,18,14,33390
HUMMER,H3,2010,239.0,5.0,AUTOMATIC,4dr SUV,18,14,38365
HUMMER,H3,2010,239.0,5.0,MANUAL,4dr SUV,18,14,35960
HUMMER,H3T,2009,239.0,5.0,MANUAL,Crew Cab Pickup,18,14,30750
HUMMER,H3T,2009,300.0,8.0,AUTOMATIC,Crew Cab Pickup,16,13,36015
HUMMER,H3T,2010,300.0,8.0,AUTOMATIC,Crew Cab Pickup,16,13,39205
HUMMER,H3T,2010,239.0,5.0,MANUAL,Crew Cab Pickup,18,14,30915
HUMMER,H3T,2010,239.0,5.0,AUTOMATIC,Crew Cab Pickup,18,14,36355
HUMMER,H3T,2010,300.0,8.0,AUTOMATIC,Crew Cab Pickup,16,13,35680
HUMMER,H3T,2010,239.0,5.0,MANUAL,Crew Cab Pickup,18,14,33485
Chevrolet,HHR,2009,155.0,4.0,AUTOMATIC,Wagon,30,22,20720
Chevrolet,HHR,2009,260.0,4.0,MANUAL,Wagon,29,21,25135
Chevrolet,HHR,2009,155.0,4.0,MANUAL,Wagon,32,22,18720
Chevrolet,HHR,2009,260.0,4.0,MANUAL,Wagon,29,21,24815
Chevrolet,HHR,2009,155.0,4.0,MANUAL,Wagon,32,22,19030
Chevrolet,HHR,2009,155.0,4.0,AUTOMATIC,Wagon,30,22,21030
Chevrolet,HHR,2010,155.0,4.0,MANUAL,Wagon,32,22,20030
Chevrolet,HHR,2010,155.0,4.0,MANUAL,Wagon,32,22,18720
Chevrolet,HHR,2010,260.0,4.0,MANUAL,Wagon,29,21,26255
Chevrolet,HHR,2010,155.0,4.0,MANUAL,Wagon,32,22,19720
Chevrolet,HHR,2010,155.0,4.0,MANUAL,Wagon,32,22,19030
Chevrolet,HHR,2011,155.0,4.0,MANUAL,Wagon,32,22,18720
Chevrolet,HHR,2011,155.0,4.0,MANUAL,Wagon,32,22,19030
Chevrolet,HHR,2011,155.0,4.0,MANUAL,Wagon,32,22,19720
Toyota,Highlander Hybrid,2014,280.0,6.0,AUTOMATIC,4dr SUV,28,27,47300
Toyota,Highlander Hybrid,2014,280.0,6.0,AUTOMATIC,4dr SUV,28,27,49790
Toyota,Highlander Hybrid,2015,280.0,6.0,AUTOMATIC,4dr SUV,28,27,47850
Toyota,Highlander Hybrid,2015,280.0,6.0,AUTOMATIC,4dr SUV,28,27,50340
Toyota,Highlander Hybrid,2016,280.0,6.0,AUTOMATIC,4dr SUV,28,27,50485
Toyota,Highlander Hybrid,2016,280.0,6.0,AUTOMATIC,4dr SUV,28,27,47870
Toyota,Highlander,2015,270.0,6.0,AUTOMATIC,4dr SUV,24,18,34750
Toyota,Highlander,2015,270.0,6.0,AUTOMATIC,4dr SUV,25,19,31070
Toyota,Highlander,2015,270.0,6.0,AUTOMATIC,4dr SUV,24,18,44140
Toyota,Highlander,2015,270.0,6.0,AUTOMATIC,4dr SUV,24,18,38050
Toyota,Highlander,2015,270.0,6.0,AUTOMATIC,4dr SUV,24,18,41650
Toyota,Highlander,2015,270.0,6.0,AUTOMATIC,4dr SUV,25,19,42680
Toyota,Highlander,2015,270.0,6.0,AUTOMATIC,4dr SUV,24,18,32530
Toyota,Highlander,2015,185.0,4.0,AUTOMATIC,4dr SUV,25,20,29765
Toyota,Highlander,2015,270.0,6.0,AUTOMATIC,4dr SUV,25,19,33290
Toyota,Highlander,2015,270.0,6.0,AUTOMATIC,4dr SUV,25,19,36590
Toyota,Highlander,2015,270.0,6.0,AUTOMATIC,4dr SUV,25,19,40190
Toyota,Highlander,2016,270.0,6.0,AUTOMATIC,4dr SUV,25,19,34395
Toyota,Highlander,2016,270.0,6.0,AUTOMATIC,4dr SUV,24,18,38775
Toyota,Highlander,2016,185.0,4.0,AUTOMATIC,4dr SUV,25,20,30490
Toyota,Highlander,2016,270.0,6.0,AUTOMATIC,4dr SUV,24,18,42375
Toyota,Highlander,2016,270.0,6.0,AUTOMATIC,4dr SUV,24,18,44990
Toyota,Highlander,2016,270.0,6.0,AUTOMATIC,4dr SUV,24,18,33475
Toyota,Highlander,2016,270.0,6.0,AUTOMATIC,4dr SUV,25,19,43530
Toyota,Highlander,2016,270.0,6.0,AUTOMATIC,4dr SUV,25,19,32015
Toyota,Highlander,2016,270.0,6.0,AUTOMATIC,4dr SUV,25,19,40915
Toyota,Highlander,2016,270.0,6.0,AUTOMATIC,4dr SUV,24,18,35855
Toyota,Highlander,2016,270.0,6.0,AUTOMATIC,4dr SUV,25,19,37315
Plymouth,Horizon,1990,93.0,4.0,MANUAL,4dr Hatchback,31,22,2000
Honda,HR-V,2016,141.0,4.0,AUTOMATIC,4dr SUV,35,28,22065
Honda,HR-V,2016,141.0,4.0,AUTOMATIC,4dr SUV,32,27,23365
Honda,HR-V,2016,141.0,4.0,AUTOMATIC,4dr SUV,35,28,20015
Honda,HR-V,2016,141.0,4.0,AUTOMATIC,4dr SUV,32,27,25990
Honda,HR-V,2016,141.0,4.0,AUTOMATIC,4dr SUV,32,27,21315
Honda,HR-V,2016,141.0,4.0,AUTOMATIC,4dr SUV,35,28,24690
Honda,HR-V,2016,141.0,4.0,MANUAL,4dr SUV,34,25,19215
Honda,HR-V,2016,141.0,4.0,MANUAL,4dr SUV,34,25,21265
Honda,HR-V,2017,141.0,4.0,AUTOMATIC,4dr SUV,34,28,22215
Honda,HR-V,2017,141.0,4.0,AUTOMATIC,4dr SUV,31,27,23515
Honda,HR-V,2017,141.0,4.0,AUTOMATIC,4dr SUV,34,28,20165
Honda,HR-V,2017,141.0,4.0,AUTOMATIC,4dr SUV,31,27,26140
Honda,HR-V,2017,141.0,4.0,AUTOMATIC,4dr SUV,34,28,24840
Honda,HR-V,2017,141.0,4.0,MANUAL,4dr SUV,33,25,19365
Honda,HR-V,2017,141.0,4.0,AUTOMATIC,4dr SUV,31,27,21465
Honda,HR-V,2017,141.0,4.0,MANUAL,4dr SUV,33,25,21415
Lexus,HS 250h,2010,187.0,4.0,AUTOMATIC,Sedan,34,35,34650
Lexus,HS 250h,2010,187.0,4.0,AUTOMATIC,Sedan,34,35,37420
Lexus,HS 250h,2011,187.0,4.0,AUTOMATIC,Sedan,34,35,39100
Lexus,HS 250h,2011,187.0,4.0,AUTOMATIC,Sedan,34,35,36330
Lexus,HS 250h,2012,187.0,4.0,AUTOMATIC,Sedan,34,35,39800
Lexus,HS 250h,2012,187.0,4.0,AUTOMATIC,Sedan,34,35,37030
Lamborghini,Huracan,2015,610.0,10.0,AUTOMATED_MANUAL,Coupe,20,14,237250
Lamborghini,Huracan,2016,610.0,10.0,AUTOMATED_MANUAL,Coupe,21,14,238500
Lamborghini,Huracan,2016,610.0,10.0,AUTOMATED_MANUAL,Convertible,20,14,262350
Lamborghini,Huracan,2016,580.0,10.0,AUTOMATED_MANUAL,Coupe,21,14,199800
Mitsubishi,i-MiEV,2014,0.0,0.0,DIRECT_DRIVE,4dr Hatchback,99,126,22995
Mitsubishi,i-MiEV,2016,66.0,0.0,DIRECT_DRIVE,4dr Hatchback,99,126,22995
Mitsubishi,i-MiEV,2017,66.0,0.0,DIRECT_DRIVE,4dr Hatchback,102,121,22995
